year,class,rank,Fname,site,hometown,subject
1547,第三甲,第九十五名,姚,軍籍,山西,詩經
1547,第三甲,第九十六名,高,民籍,四川,書經
1547,第三甲,第九十七名,閻,軍籍,山西,禮記
1547,第三甲,第九十八名,陳,民籍,廣西,詩經
1547,第三甲,第九十九名,岳,民籍,山東,書經
1547,第三甲,第一百名,張,民籍,陝西,書經
1547,第三甲,第一百零一名,方,民籍,江西,易經
1547,第三甲,第一百零二名,屈,民籍,山西,禮記
1547,第三甲,第一百零三名,李,軍籍,廣東,詩經
1547,第三甲,第一百零四名,羅,民籍,廣東,禮記
1547,第三甲,第一百零五名,李,軍籍,福建,詩經
1547,第三甲,第一百零六名,殷,民籍,武定,禮記
1547,第三甲,第一百零七名,汪,民籍,直隸,禮記
1547,第三甲,第一百零八名,劉,民籍,山西,易經
1547,第三甲,第一百零九名,陸,軍籍,直隸,易經
1547,第三甲,第一百一十名,李,官籍,福建,易經
1547,第三甲,第一百一十一名,祁,匠籍,浙江,易經
1547,第三甲,第一百一十二名,黃,民籍,四川,易經
1547,第三甲,第一百一十三名,鄭,軍籍,湖廣,易經
1547,第三甲,第一百一十四名,丘,軍籍,湖廣,詩經
1547,第三甲,第一百一十五名,段,軍籍,山東,書經
1547,第三甲,第一百一十六名,丘,民籍,直隸,詩經
1547,第三甲,第一百一十七名,劉,軍籍,湖廣,易經
1547,第三甲,第一百一十八名,戴,軍籍,直隸,易經
1547,第三甲,第一百一十九名,王,軍籍,河南,春秋
1547,第三甲,第一百二十名,鄭,民籍,福建,春秋
1547,第三甲,第一百二十一名,楊,an,山東,易經
1547,第三甲,第一百二十二名,祝,民籍,直隸,詩經
1547,第三甲,第一百二十三名,陳,民籍,福建,書經
1547,第三甲,第一百二十四名,李,民籍,山西,易經
1547,第三甲,第一百二十五名,丘,匠籍,福建,書經
1547,第三甲,第一百二十六名,吳,民籍,浙江,易經
1547,第三甲,第一百二十七名,狄,軍籍,應天,易經
1547,第三甲,第一百二十八名,張,軍籍,山東,詩經
1547,第三甲,第一百二十九名,張,民籍,浙江,易經
1547,第三甲,第一百三十名,陳,民籍,山東,詩經
1547,第三甲,第一百三十一名,李,民籍,山西,書經
1547,第三甲,第一百三十二名,郭,軍籍,山西,春秋
1547,第三甲,第一百三十三名,蔡,民籍,廣東,書經
1547,第三甲,第一百三十四名,王,軍籍,直隸,詩經
1547,第三甲,第一百三十五名,劉,民籍,福建,書經
1547,第三甲,第一百三十六名,眭,民籍,四川,書經
1547,第三甲,第一百三十七名,賀,民籍,江西,易經
1547,第三甲,第一百三十八名,蔣,旗籍,順天,書經
1547,第三甲,第一百三十九名,朱,民籍,福建,詩經
1547,第三甲,第一百四十名,徐,竈籍,浙江,書經
1547,第三甲,第一百四十一名,章,民籍,浙江,易經
1547,第三甲,第一百四十二名,樂,軍籍,江西,書經
1547,第三甲,第一百四十三名,張,軍籍,盩厔,易經
1547,第三甲,第一百四十四名,楊,民籍,江西,易經
1547,第三甲,第一百四十五名,葉,民籍,直隸,詩經
1547,第三甲,第一百四十六名,陳,民籍,江西,易經
1547,第三甲,第一百四十七名,高,民籍,直隸,書經
1547,第三甲,第一百四十八名,秦,民籍,直隸,書經
1547,第三甲,第一百四十九名,黃,軍籍,江西,易經
1547,第三甲,第一百五十名,毛,民籍,直隸,詩經
1547,第三甲,第一百五十一名,葉,軍籍,浙江,禮記
1547,第三甲,第一百五十二名,胡,民籍,直隸,書經
1547,第三甲,第一百五十三名,趙,民籍,浙江,書經
1547,第三甲,第一百五十四名,徐,軍籍,直隸,詩經
1547,第三甲,第一百五十五名,莊,民籍,直隸,春秋
1547,第三甲,第一百五十六名,劉,民籍,山東,易經
1547,第三甲,第一百五十七名,馬,民籍,德清,易經
1547,第三甲,第一百五十八名,汪,民籍,浙江,易經
1547,第三甲,第一百五十九名,沈,軍籍,直隸,易經
1547,第三甲,第一百六十名,張,民籍,湖廣,春秋
1547,第三甲,第一百六十一名,何,民籍,直隸,春秋
1547,第三甲,第一百六十二名,蘇,軍籍,山東,易經
1547,第三甲,第一百六十三名,宋,民籍,江西,詩經
1547,第三甲,第一百六十四名,朱,軍籍,山東,詩經
1547,第三甲,第一百六十五名,王,民籍,崑山,易經
1547,第三甲,第一百六十六名,王,官籍,海鹽,書經
1547,第三甲,第一百六十七名,王,軍籍,湖廣,詩經
1547,第三甲,第一百六十八名,周,軍籍,浙江,詩經
1547,第三甲,第一百六十九名,耿,軍籍,直隸,書經
1547,第三甲,第一百七十名,彭,匠籍,浙江,詩經
1547,第三甲,第一百七十一名,韓,軍籍,應天,易經
1547,第三甲,第一百七十二名,張,軍籍,福建,易經
1547,第三甲,第一百七十三名,沈,民籍,直隸,詩經
1547,第三甲,第一百七十四名,徐,軍籍,河南,書經
1547,第三甲,第一百七十五名,朱,軍籍,直隸,詩經
1547,第三甲,第一百七十六名,高,民籍,湖廣,書經
1547,第三甲,第一百七十七名,曾,軍籍,福建,詩經
1547,第三甲,第一百七十八名,卜,匠籍,浙江,書經
1547,第三甲,第一百七十九名,郭,民籍,河南,易經
1547,第三甲,第一百八十名,鄭,民籍,直隸,禮記
1547,第三甲,第一百八十一名,唐,軍籍,湖廣,春秋
1547,第三甲,第一百八十二名,李,軍籍,湖廣,易經
1547,第三甲,第一百八十三名,王,匠籍,山西,詩經
1547,第三甲,第一百八十四名,陳,民籍,直隸,詩經
1547,第三甲,第一百八十五名,楊,民籍,雲南,詩經
1547,第三甲,第一百八十六名,張,軍籍,山西,詩經
1547,第三甲,第一百八十七名,喻,民籍,江西,書經
1547,第三甲,第一百八十八名,陰,民籍,河南,詩經
1547,第三甲,第一百八十九名,賈,民籍,山西,春秋
1547,第三甲,第一百九十名,徐,民籍,浙江,易經
1547,第三甲,第一百九十一名,楊,軍籍,直隸,書經
1547,第三甲,第一百九十二名,苗,匠籍,山西,書經
1547,第三甲,第一百九十三名,李,軍籍,山東,易經
1547,第三甲,第一百九十四名,陸,官籍,浙江,禮記
1547,第三甲,第一百九十五名,周,民籍,浙江,詩經
1547,第三甲,第一百九十六名,劉,民籍,直隸,詩經
1547,第三甲,第一百九十七名,殷,民籍,直隸,春秋
1547,第三甲,第一百九十八名,李,民籍,山西,詩經
1547,第三甲,第一百九十九名,樓,民籍,浙江,詩經
1547,第三甲,第二百名,劉,民籍,山東,詩經
1547,第三甲,第二百零一名,胡,民籍,山東,易經
1547,第三甲,第二百零二名,張,民籍,直隸,詩經
1547,第三甲,第二百零三名,詹,民籍,江西,書經
1547,第三甲,第二百零四名,李,軍籍,四川,詩經
1547,第三甲,第二百零五名,孫,官籍,直隸,書經
1547,第三甲,第二百零六名,賈,民籍,直隸,書經
1547,第三甲,第二百零七名,何,民籍,福建,易經
1547,第三甲,第二百零八名,呂,民籍,山東,詩經
1550,第一甲,第一名,唐,民籍,浙江,易經
1550,第一甲,第二名,呂,軍籍,臨桂,易經
1550,第一甲,第三名,姜,民籍,江西,易經
1550,第二甲,第一名,田,軍籍,福建,書經
1550,第二甲,第二名,陳,民籍,直隸,詩經
1550,第二甲,第三名,宗,民籍,直隸,禮記
1550,第二甲,第四名,包,民籍,浙江,春秋
1550,第二甲,第五名,林,民籍,福建,書經
1550,第二甲,第六名,金,民籍,浙江,春秋
1550,第二甲,第七名,黃,民籍,福建,書經
1550,第二甲,第八名,方,民籍,直隸,易經
1550,第二甲,第九名,傅,軍籍,福建,易經
1550,第二甲,第十名,羅,軍籍,廣東,詩經
1550,第二甲,第十一名,陳,民籍,福建,春秋
1550,第二甲,第十二名,欽,匠籍,太倉,易經
1550,第二甲,第十三名,陸,民籍,浙江,春秋
1550,第二甲,第十四名,游,軍籍,福建,詩經
1550,第二甲,第十五名,黃,民籍,直隸,詩經
1550,第二甲,第十六名,張,民籍,貴州,詩經
1550,第二甲,第十七名,李,民籍,廣東,詩經
1550,第二甲,第十八名,魏,軍籍,湖廣,詩經
1550,第二甲,第十九名,胡,民籍,浙江,易經
1550,第二甲,第二十名,李,民籍,江西,詩經
1550,第二甲,第二十一名,熊,民籍,湖廣,詩經
1550,第二甲,第二十二名,白,官籍,直隸,詩經
1550,第二甲,第二十三名,李,民籍,順天,易經
1550,第二甲,第二十四名,任,民籍,山西,書經
1550,第二甲,第二十五名,張,軍籍,浙江,書經
1550,第二甲,第二十六名,范,民籍,浙江,詩經
1550,第二甲,第二十七名,鄭,民籍,福建,春秋
1550,第二甲,第二十八名,吳,軍籍,浙江,易經
1550,第二甲,第二十九名,何,軍籍,廣東,禮記
1550,第二甲,第三十名,張,軍籍,應天,詩經
1550,第二甲,第三十一名,黃,軍籍,江西,易經
1550,第二甲,第三十二名,曹,民籍,湖廣,春秋
1550,第二甲,第三十三名,徐,民籍,直隸,易經
1550,第二甲,第三十四名,梁,民籍,廣東,詩經
1550,第二甲,第三十五名,郭,軍籍,福建,詩經
1550,第二甲,第三十六名,王,民籍,河南,詩經
1550,第二甲,第三十七名,曹,民籍,江西,詩經
1550,第二甲,第三十八名,萬,民籍,江西,書經
1550,第二甲,第三十九名,何,民籍,浙江,詩經
1550,第二甲,第四十名,周,民籍,河南,書經
1550,第二甲,第四十一名,王,軍籍,福建,易經
1550,第二甲,第四十二名,王,民籍,山西,易經
1550,第二甲,第四十三名,陳,軍籍,浙江,詩經
1550,第二甲,第四十四名,呂,民籍,直隸,詩經
1550,第二甲,第四十五名,胡,民籍,廣東,詩經
1550,第二甲,第四十六名,沈,民籍,直隸,禮記
1550,第二甲,第四十七名,柯,民籍,福建,詩經
1550,第二甲,第四十八名,金,民籍,浙江,春秋
1550,第二甲,第四十九名,楊,民籍,大理,易經
1550,第二甲,第五十名,高,軍籍,鍾祥,易經
1550,第二甲,第五十一名,李,民籍,福建,易經
1550,第二甲,第五十二名,徐,民籍,浙江,易經
1550,第二甲,第五十三名,周,民籍,四川,詩經
1550,第二甲,第五十四名,劉,軍籍,河南,詩經
1550,第二甲,第五十五名,許,民籍,浙江,書經
1550,第二甲,第五十六名,章,官籍,浙江,書經
1550,第二甲,第五十七名,朱,軍籍,福建,禮記
1550,第二甲,第五十八名,莫,軍籍,廣東,易經
1550,第二甲,第五十九名,馮,民籍,浙江,書經
1550,第二甲,第六十名,吳,民籍,嘉興,書經
1550,第二甲,第六十一名,陳,民籍,浙江,詩經
1550,第二甲,第六十二名,閻,軍籍,山東,書經
1550,第二甲,第六十三名,李,民籍,福建,禮記
1550,第二甲,第六十四名,李,民籍,福建,春秋
1550,第二甲,第六十五名,田,民籍,直隸,詩經
1550,第二甲,第六十六名,邵,民籍,直隸,易經
1550,第二甲,第六十七名,歐,站籍,直隸,易經
1550,第二甲,第六十八名,張,軍籍,浙江,書經
1550,第二甲,第六十九名,蒙,民籍,廣西,禮記
1550,第二甲,第七十名,余,民籍,江西,書經
1550,第二甲,第七十一名,王,竈籍,浙江,禮記
1550,第二甲,第七十二名,李,民籍,江西,禮記
1550,第二甲,第七十三名,周,民籍,直隸,易經
1550,第二甲,第七十四名,陳,民籍,福建,易經
1550,第二甲,第七十五名,胡,軍籍,海鹽,書經
1550,第二甲,第七十六名,吳,軍籍,浙江,詩經
1550,第二甲,第七十七名,方,民籍,直隸,書經
1550,第二甲,第七十八名,柳,民籍,直隸,詩經
1550,第二甲,第七十九名,范,軍籍,山東,易經
1550,第二甲,第八十名,薛,民籍,福建,易經
1550,第二甲,第八十一名,黃,民籍,福建,易經
1550,第二甲,第八十二名,孟,民籍,直隸,詩經
1550,第二甲,第八十三名,喻,民籍,浙江,詩經
1550,第二甲,第八十四名,崔,民籍,直隸,易經
1550,第二甲,第八十五名,余,軍籍,浙江,詩經
1550,第二甲,第八十六名,聶,匠籍,山西,詩經
1550,第二甲,第八十七名,郝,軍籍,河南,書經
1550,第二甲,第八十八名,陳,民籍,廣東,書經
1550,第二甲,第八十九名,王,民籍,候官,春秋
1550,第二甲,第九十名,李,軍籍,山西,詩經
1550,第二甲,第九十一名,丁,鹽籍,福建,易經
1550,第二甲,第九十二名,陳,軍籍,湖廣,書經
1550,第二甲,第九十三名,蹇,官籍,四川,書經
1550,第二甲,第九十四名,諸,民籍,浙江,易經
1550,第二甲,第九十五名,孫,軍籍,浙江,易經
1550,第三甲,第一名,崔,軍籍,山西,書經
1550,第三甲,第二名,何,匠籍,福建,詩經
1550,第三甲,第三名,呂,官籍,山東,詩經
1550,第三甲,第四名,詹,軍籍,浙江,春秋
1550,第三甲,第五名,趙,民籍,直隸,書經
1550,第三甲,第六名,王,旗籍,山東,詩經
1550,第三甲,第七名,李,民籍,山東,易經
1550,第三甲,第八名,閻,軍籍,山西,詩經
1550,第三甲,第九名,錢,民籍,直隸,詩經
1550,第三甲,第十名,王,民籍,陝西,春秋
1550,第三甲,第十一名,丘,民籍,直隸,易經
1550,第三甲,第十二名,傅,尉籍,直隸,禮記
1550,第三甲,第十三名,李,民籍,四川,書經
1550,第三甲,第十四名,高,民籍,浙江,易經
1550,第三甲,第十五名,吳,民籍,直隸,易經
1550,第三甲,第十六名,李,民籍,四川,詩經
1550,第三甲,第十七名,符,民籍,順天,詩經
1550,第三甲,第十八名,袁,民籍,湖廣,書經
1550,第三甲,第十九名,王,官籍,直隸,書經
1550,第三甲,第二十名,劉,民籍,順天,書經
1550,第三甲,第二十一名,張,民籍,直隸,易經
1550,第三甲,第二十二名,湯,匠籍,浙江,書經
1550,第三甲,第二十三名,鄭,民籍,福建,詩經
1550,第三甲,第二十四名,張,民籍,江西,詩經
1550,第三甲,第二十五名,葉,軍籍,直隸,禮記
1550,第三甲,第二十六名,趙,軍籍,陝西,詩經
1550,第三甲,第二十七名,陳,民籍,福建,書經
1550,第三甲,第二十八名,黃,民籍,廣東,詩經
1550,第三甲,第二十九名,張,民籍,四川,書經
1550,第三甲,第三十名,王,民籍,陝西,詩經
1550,第三甲,第三十一名,鄭,匠籍,山東,詩經
1550,第三甲,第三十二名,崔,軍籍,山東,書經
1550,第三甲,第三十三名,陸,民籍,浙江,易經
1550,第三甲,第三十四名,孫,軍籍,直隸,詩經
1550,第三甲,第三十五名,羅,民籍,湖廣,書經
1550,第三甲,第三十六名,呂,匠籍,浙江,書經
1550,第三甲,第三十七名,王,民籍,山東,禮記
1550,第三甲,第三十八名,張,民籍,山東,詩經
1550,第三甲,第三十九名,尤,民籍,福建,易經
1550,第三甲,第四十名,朱,民籍,直隸,易經
1550,第三甲,第四十一名,劉,軍籍,直隸,書經
1550,第三甲,第四十二名,查,民籍,直隸,詩經
1550,第三甲,第四十三名,曹,民籍,浙江,禮記
1550,第三甲,第四十四名,王,民籍,河南,易經
1550,第三甲,第四十五名,李,軍籍,河南,書經
1550,第三甲,第四十六名,楊,民籍,浙江,易經
1550,第三甲,第四十七名,周,民籍,福建,春秋
1550,第三甲,第四十八名,黃,民籍,河南,易經
1550,第三甲,第四十九名,況,民籍,江西,春秋
1550,第三甲,第五十名,譙,軍籍,四川,易經
1550,第三甲,第五十一名,陳,官籍,大寧,詩經
1550,第三甲,第五十二名,唐,民籍,直隸,書經
1550,第三甲,第五十三名,王,民籍,直隸,春秋
1550,第三甲,第五十四名,毛,民籍,浙江,詩經
1550,第三甲,第五十五名,麻,軍籍,山西,易經
1550,第三甲,第五十六名,宋,民籍,直隸,春秋
1550,第三甲,第五十七名,湯,軍籍,直隸,易經
1550,第三甲,第五十八名,沈,民籍,直隸,易經
1550,第三甲,第五十九名,沈,民籍,蘇州,易經
1550,第三甲,第六十名,董,民籍,河南,易經
1550,第三甲,第六十一名,沈,匠籍,直隸,詩經
1550,第三甲,第六十二名,鄭,官籍,湖廣,易經
1550,第三甲,第六十三名,蕭,軍籍,直隸,易經
1550,第三甲,第六十四名,衛,民籍,河南,詩經
1550,第三甲,第六十五名,屠,軍籍,浙江,書經
1550,第三甲,第六十六名,苟,民籍,四川,詩經
1550,第三甲,第六十七名,王,軍籍,陝西,易經
1550,第三甲,第六十八名,羅,民籍,四川,詩經
1550,第三甲,第六十九名,郭,鹽籍,福建,易經
1550,第三甲,第七十名,顧,民籍,浙江,詩經
1550,第三甲,第七十一名,陳,儒籍,江西,易經
1550,第三甲,第七十二名,操,民籍,江西,詩經
1550,第三甲,第七十三名,潘,民籍,烏程,春秋
1550,第三甲,第七十四名,陳,旗籍,直隸,書經
1550,第三甲,第七十五名,趙,民籍,山陰,易經
1550,第三甲,第七十六名,翁,民籍,福建,書經
1550,第三甲,第七十七名,黃,鹽籍,福建,詩經
1550,第三甲,第七十八名,劉,民籍,四川,書經
1550,第三甲,第七十九名,朱,軍籍,福建,易經
1550,第三甲,第八十名,李,軍籍,湖廣,詩經
1550,第三甲,第八十一名,王,民籍,浙江,詩經
1550,第三甲,第八十二名,王,軍籍,山東,易經
1550,第三甲,第八十三名,董,民籍,直隸,書經
1550,第三甲,第八十四名,崔,軍籍,順天,禮記
1550,第三甲,第八十五名,傅,軍籍,西安,詩經
1550,第三甲,第八十六名,丘,民籍,山東,禮記
1550,第三甲,第八十七名,丘,民籍,江西,易經
1550,第三甲,第八十八名,紀,旗籍,陜西,詩經
1550,第三甲,第八十九名,柳,民籍,直隸,詩經
